keydevid,companyid,companyname,keydeveventtypeid,announcedate,gvkey
556606508,308047,Teva Pharmaceutical Industries Limited,25,20180319,014538
556645448,404061,"CEMEX, S.A.B. de C.V.",25,20180319,105089
556646136,27128821,John Holland Pty Ltd,25,20180320,
556676096,12736007,"OHR Pharmaceutical, Inc.",25,20180319,160578
556682823,22430595,Songa Offshore SE,25,20180319,273763
556699166,206204674,"Kaz USA, Inc.",25,20180320,
556703920,1906420,"AVEO Pharmaceuticals, Inc.",25,20180320,184046
556774172,4500533,Northeast Credit Union,25,20180320,
556795339,24749,"American Media, Inc.",25,20180320,024317
556799816,2003650,"Amphastar Pharmaceuticals, Inc.",25,20180321,
556808112,550320690,Guangdong Cultural Park,25,20180320,
556825589,138549319,"AirWatch, LLC",25,20180320,
556855417,98560456,"Avinger, Inc.",25,20180321,022704
556910362,9672371,Al Hassan Engineering Company SAOG,25,20180321,271434
556914891,11368677,Public Joint Stock Company Inter RAO UES,25,20180322,289434
556966159,24734352,"A10 Networks, Inc.",25,20180322,019849
556971679,20765463,"Facebook, Inc.",25,20180322,170617
557050615,28487291,WEQ Holdings Inc.,25,20180323,175379
557131758,260630269,"Gigawatt, Inc.",25,20180323,
557139213,306553239,"Langfang City Property Development Co., Ltd.",25,20180322,
557139213,306553668,"Langfang Vast Zhanyao Property Development Co., Ltd",25,20180322,
557139321,22562259,"Carbon Black, Inc.",25,20180323,033423
557142686,139488,McDonald's Corporation,25,20180320,007154
557329135,515408,"WageWorks, Inc.",25,20180326,187105
557341419,4484466,Byte Power Group Limited,25,20180327,249523
557343918,386225,"Republic Services, Inc.",25,20180326,112168
557343918,952267,"Consolidated Disposal Service, L.L.C.",25,20180326,
557443563,407575796,Goldquest Dominicana Srl,25,20180328,
557450460,8893080,Public Joint Stock Company Uralkali,25,20180327,258080
557452914,302143,"A. Schulman, Inc.",25,20180327,009472
557455884,685347,"Chugai Pharmaceutical Co., Ltd.",25,20180328,100441
557500297,41660644,"Obalon Therapeutics, Inc.",25,20180328,028086
557500333,315986912,Solid Biosciences Inc.,25,20180328,032894
557500529,128739842,"Puma Biotechnology, Inc.",25,20180328,170945
557537549,320186,"Patterson Companies, Inc.",25,20180328,025880
557543959,298111517,"Ljm Funds Management, Ltd.",25,20180328,
557555022,315986912,Solid Biosciences Inc.,25,20180328,032894
557557247,3168463,Medicure Inc.,25,20180328,119297
557578635,4235139,Johnson & Johnson Inc.,25,20180329,
557598543,270772534,Newton Energy Limited,25,20180329,
557602827,139677,Johnson & Johnson,25,20180329,006266
557633375,258769,Celgene Corporation,25,20180330,013599
557633535,323899,Barclays PLC,25,20180329,012673
557633568,675577,"Overstock.com, Inc.",25,20180330,147868
557634513,675577,"Overstock.com, Inc.",25,20180329,147868
557640412,2214129,Noble Group Limited,25,20180329,206897
557640942,214625568,Fortis Hospitals Limited,25,20180329,
557653338,20765463,"Facebook, Inc.",25,20180327,170617
557653338,434877108,Cambridge Analytica LLC,25,20180327,
557698919,3017710,Woori Financial Group Inc.,25,20180330,252819
557698919,4493739,Woori America Bank,25,20180330,
557699721,174438,Target Corporation,25,20180330,003813
557701034,132688512,Savosolar Oyj,25,20180326,322550
557702399,320951,"MUFG Bank, Ltd.",25,20180326,015627
557702399,874414,Mitsubishi UFJ Trust and Banking Corporation,25,20180326,015484
557750544,352962,"First West Virginia Bancorp, Inc.",25,20180326,031593
557752946,46084519,Ubiquiti Inc.,25,20180330,187462
557753449,292891,Wells Fargo & Company,25,20180330,008007
557769085,837243,"Edward D. Jones & Co., L.P.",25,20180331,012928
557769085,3585948,"The Jones Financial Companies, L.L.L.P.",25,20180331,014107
557769085,33431613,Passport Research Limited,25,20180331,
557769085,246966833,"Olive Street Investment Advisers, L.l.c",25,20180331,
557769085,432548677,Passport Holdings LLC,25,20180331,
557777759,28364238,"Uri, Inc.",25,20180326,
557795040,240736529,"Rapid Therapeutic Science Laboratories, Inc.",25,20180330,
557796657,51998973,Alberta Health Services Corporate Organization,25,20180328,
557796664,51998973,Alberta Health Services Corporate Organization,25,20180329,
557796849,704634,Bayerische Motoren Werke Aktiengesellschaft,25,20180327,100022
557797859,143990687,"SightLine Health, LLC",25,20180329,
557814723,670064,Lloyds Banking Group plc,25,20180328,015929
557915801,24522,"Akamai Technologies, Inc.",25,20180402,125595
557915801,2495180,"Limelight Networks, Inc.",25,20180402,177315
557915970,3484384,"The China Fund, Inc.",25,20180402,025524
557916013,254131,"C. R. Bard, Inc.",25,20180402,002044
557916708,704634,Bayerische Motoren Werke Aktiengesellschaft,25,20180402,100022
557916708,9830297,Bosch Limited,25,20180402,205280
557916832,7715437,U.S. Food and Drug Administration,25,20180402,
557918358,131856421,"HomeStreet, Inc.",25,20180402,187164
557921489,315986912,Solid Biosciences Inc.,25,20180402,032894
557921728,48852476,"TrueCar, Inc.",25,20180402,020540
557954728,3162295,Barkerville Gold Mines Ltd.,25,20180402,184265
557958143,314896,United States Steel Corporation,25,20180402,023978
557961447,8176568,U.S. Department of Homeland Security,25,20180402,
558029542,22236234,Monument Mining Limited,25,20180403,149560
558034379,401890,Quantum Corporation,25,20180403,008867
558038265,515408,"WageWorks, Inc.",25,20180403,187105
558038763,423375009,Longfin Corp.,25,20180403,032824
558038905,320186,"Patterson Companies, Inc.",25,20180403,025880
558058247,1848523,"National Car Rental System, Inc.",25,20180403,012457
558058247,69139615,"Enterprise Holdings, Inc.",25,20180403,
558062922,26813317,City of London Investment Management Company Limited,25,20180403,
558088782,52298728,"Aruze Gaming America, Inc.",25,20180404,
558104496,3109186,Continental Precious Minerals Inc.,25,20180403,106041
558127322,262747167,"AAC Holdings, Inc.",25,20180404,178698
558136599,4460682,Far East Holdings International Limited,25,20180404,202137
558139183,876472,Sleeman Breweries Ltd.,25,20180327,062970
558151016,112350,International Business Machines Corporation,25,20180404,006066
558158204,731580,Synergy Pharmaceuticals Inc.,25,20180404,175064
558160655,24734352,"A10 Networks, Inc.",25,20180404,019849
558170174,61479330,"Transposagen Biopharmaceuticals, Inc.",25,20180322,
558170174,106717838,"Aragen Bioscience, Inc.",25,20180322,
558170176,423375009,Longfin Corp.,25,20180404,032824
558182124,303441,"Sigma Designs, Inc.",25,20180404,012234
558183101,29390189,"IZEA Worldwide, Inc.",25,20180405,187357
558183515,5533732,New York City Police Department,25,20180404,
558221983,93625,CVS Health Corporation,25,20180404,007241
558223824,880476,"Capcom Co., Ltd.",25,20180329,201099
558233385,738860,"Teva Pharmaceuticals USA, Inc.",25,20180405,
558238481,141885706,AbbVie Inc.,25,20180405,016101
558238481,171696118,"Samsungbioepis Co,.Ltd",25,20180405,
558253109,57991495,Deerfield Wisconsin,25,20180405,
558254718,539897555,"Funko, Inc.",25,20180405,032528
558254793,133898493,"Lemonade Restaurant Group, LLC",25,20180405,
558260517,554851240,"EarthLink Holdings, LLC",25,20180405,
558295255,8423708,"Cancer Genetics, Inc.",25,20180406,170420
558398805,5550280,Preh GmbH,25,20180406,
558434132,269706,Telefonaktiebolaget LM Ericsson (publ),25,20180406,004439
558450698,60839208,"Colony Capital, Inc.",25,20180407,183603
558621954,28510,"Finjan Holdings, Inc.",25,20180409,018108
558633356,1059885,"Synacor, Inc.",25,20180406,196355
558678239,128310419,Consumer Financial Protection Bureau,25,20180409,
558684623,131856421,"HomeStreet, Inc.",25,20180409,187164
558692515,54618287,Kolon Life Science Inc.,25,20180410,291831
558723893,58022729,"San Joaquin County, California",25,20180410,
558760168,731580,Synergy Pharmaceuticals Inc.,25,20180410,175064
558772613,100231,AT&T Inc.,25,20180410,009899
558772613,415798,Verizon Communications Inc.,25,20180410,002136
558772613,417206,Sprint Corporation,25,20180410,010984
558811261,128512300,Link Motion Inc.,25,20180410,186718
558844354,29199209,"Marrone Bio Innovations, Inc.",25,20180410,018270
558847920,632509,"Nippon Kayaku Co., Ltd.",25,20180411,101043
558856907,32624297,"Cboe Global Markets, Inc.",25,20180410,184500
558884694,24937,Apple Inc.,25,20180411,001690
558939042,238570,"United Parcel Service, Inc.",25,20180411,010920
558942041,9247431,"Dr Pepper Snapple Group, Inc.",25,20180411,179700
558942129,248256,"Akorn, Inc.",25,20180411,014304
558943383,401890,Quantum Corporation,25,20180411,008867
558943803,1532998,"Riot Blockchain, Inc.",25,20180411,148170
558957630,24937,Apple Inc.,25,20180410,001690
558977656,8100373,Multi-Usage Holdings Berhad,25,20180406,206891
559004554,5603329,Bezeq International Ltd.,25,20180412,
559038312,304651,"Santander Holdings USA, Inc.",25,20180412,017130
559038312,323930,"Banco Santander, S.A.",25,20180412,014140
559038312,394512,Santander BanCorp,25,20180412,112618
559038312,739828,Santander Securities LLC,25,20180412,
559038312,958364,Banco Santander Puerto Rico,25,20180412,
559040308,278679,"The Home Depot, Inc.",25,20180412,005680
559045658,6016582,Rotech Healthcare Inc.,25,20180412,149578
559082470,24937,Apple Inc.,25,20180413,001690
559158447,12752610,Vodafone New Zealand Limited,25,20180413,
559177038,128540,TravelCenters of America Inc.,25,20180413,148350
559203459,6517440,Hikma Pharmaceuticals USA Inc.,25,20180413,
559215031,27718573,"Ocwen Loan Servicing, LLC",25,20180411,
559222868,143409476,"SemaConnect, Inc.",25,20180412,
559225339,171806553,Bank of Georgia Group PLC,25,20180412,311711
559226483,100918,Avista Corporation,25,20180413,011304
559226483,2405489,Hydro One Limited,25,20180413,024944
559233292,60272601,Ivantis Inc.,25,20180414,
559299727,222402013,"Tallgrass Energy Partners, LP",25,20180415,015117
559300216,288060795,8point3 Energy Partners LP,25,20180415,023287
559325829,4522775,Ovintiv Production Inc.,25,20180416,
559326369,740535,"Nasdaq, Inc.",25,20180410,149337
559364659,22790416,"SIMM Associates, Inc.",25,20180416,
559364855,36437,Wabtec Corporation,25,20180416,060979
559364855,1532771,Knorr-Bremse Aktiengesellschaft,25,20180416,328745
559393670,339447,"Henry Schein, Inc.",25,20180416,061494
559419682,315986912,Solid Biosciences Inc.,25,20180416,032894
559461591,127071785,China Kingstone Mining Holdings Limited,25,20180417,297102
559465902,414005,Partner Communications Company Ltd.,25,20180417,125378
559465902,106460887,012 Smile Telecom Ltd.,25,20180417,
559471058,407575796,Goldquest Dominicana Srl,25,20180417,
559484090,320186,"Patterson Companies, Inc.",25,20180417,025880
559502474,294048,Organogenesis Holdings Inc.,25,20180417,
559503130,408338760,GetSwift Limited,25,20180417,323032
559503674,410530857,Prelude Fertility Inc.,25,20180417,
559524435,106882954,"Atlas Financial Holdings, Inc.",25,20180416,186230
559534959,874414,Mitsubishi UFJ Trust and Banking Corporation,25,20180418,015484
559538549,102326862,CNH Industrial N.V.,25,20180417,295786
559540715,876472,Sleeman Breweries Ltd.,25,20180418,062970
559577724,145585697,"Petland, Inc.",25,20180418,
559588670,337507,"Grupo Televisa, S.A.B.",25,20180418,029850
559591512,683718,BRF S.A.,25,20180418,205942
559638833,7686891,Masterflex SE,25,20180418,241788
559640278,160233,Booz Allen Hamilton Holding Corporation,25,20180418,185881
559641308,384687,"Live Nation Entertainment, Inc.",25,20180418,165746
559767438,3051118,ZTE Corporation,25,20180419,243858
559767486,78823516,MIPS AB (publ),25,20180419,323735
559767486,153964253,POC Sweden AB,25,20180419,
559807376,6099166,"Humanigen, Inc.",25,20180419,015489
559970875,2796659,"Alnylam Pharmaceuticals, Inc.",25,20180420,264265
559970875,39280611,"Dicerna Pharmaceuticals, Inc.",25,20180420,019470
560023481,137304893,"American Renal Associates Holdings, Inc.",25,20180420,026126
560033055,61320069,Singapore Medical Group Limited,25,20180420,292435
560033143,32318794,Penerbitan Pelangi Sdn. Bhd.,25,20180418,
560033143,275577495,Sasbadi Sdn. Bhd.,25,20180418,
560041180,130269952,Megri Soft Limited,25,20180421,
560041379,20531152,Kraton Corporation,25,20180421,166230
560042998,263988479,"Hudson Holdings, LLC",25,20180419,
560145233,358898,Natural Health Trends Corp.,25,20180414,060911
560249242,31822,"Myriad Genetics, Inc.",25,20180423,061399
560300567,23046303,Micro Focus International plc,25,20180424,272961
560303125,65059725,"Edge Therapeutics, Inc.",25,20180424,026273
560303555,106335,Ford Motor Company,25,20180423,004839
560303555,630409,Robert Bosch GmbH,25,20180423,210328
560339101,140159785,Poseidon Concepts Corp.,25,20180423,193164
560347228,874225,Vale S.A.,25,20180422,209382
560347228,5523299,Samarco Mineração S.A.,25,20180422,
560347228,540802672,BHP Billiton Brasil Limitada,25,20180422,
560383106,10214722,Macquarie Infrastructure Corporation,25,20180424,161120
560452808,666631,Allegiant Travel Company,25,20180424,175007
560497359,247371,Aceto Corporation,25,20180425,001094
560497864,315394,"Foot Locker, Inc.",25,20180425,011584
560499504,381906081,Gridsum Holding Inc.,25,20180425,027922
560499557,247371,Aceto Corporation,25,20180425,001094
560686260,25330002,The United States Patent and Trademark Office,25,20180426,
560692458,79692237,Argonaut Gold Inc.,25,20180427,178384
560725369,26570544,"NuStar GP Holdings, LLC",25,20180426,174135
560785661,879555,Fresenius SE & Co. KGaA,25,20180423,202305
560787317,139426,"QuinStreet, Inc.",25,20180427,184263
560787550,91868,"Samsung Electronics Co., Ltd.",25,20180427,104604
560787550,289030,"Micron Technology, Inc.",25,20180427,007343
560787550,883357,"SK hynix, Inc.",25,20180427,204049
560793791,265058647,Kamoto Copper Company SARL,25,20180427,
560819829,423375009,Longfin Corp.,25,20180424,032824
561240510,299199,Rio Tinto Group,25,20180501,019565
561352946,282318395,THC Biomed Intl Ltd.,25,20180424,024674
561877596,258769,Celgene Corporation,25,20180502,013599
561877795,339447,"Henry Schein, Inc.",25,20180503,061494
561948302,34600869,LendingClub Corporation,25,20180503,019647
561980421,675577,"Overstock.com, Inc.",25,20180502,147868
562001960,4107517,"Molina Healthcare, Inc.",25,20180430,152149
562247709,4107517,"Molina Healthcare, Inc.",25,20180503,152149
562488655,322481,Medicis Pharmaceutical Corporation,25,20180430,021186
562488655,406896,"Impax Laboratories, Inc.",25,20180430,061745
562488655,9643983,Lupin Limited,25,20180430,
562488655,29076243,"Lupin Pharmaceuticals, Inc.",25,20180430,
562494009,104451,Morrison & Foerster LLP,25,20180430,
562521702,30253307,Lewis Stores (proprietary) Limited,25,20180430,
562542904,26399,Check Point Software Technologies Ltd.,25,20180504,063185
562542904,6562174,Check Point Software Technologies Inc.,25,20180504,
562544899,31822,"Myriad Genetics, Inc.",25,20180503,061399
562549510,24806483,Minerva Bunkering,25,20180502,165642
562583526,377732,Volkswagen AG,25,20180502,100737
562585104,253373516,J TRUST ASIA PTE. LTD.,25,20180502,
562587226,20765463,"Facebook, Inc.",25,20180503,170617
562587496,6522039,Prosafe SE,25,20180419,216627
562594997,875297,Centrais Elétricas Brasileiras S.A. - Eletrobrás,25,20180502,201792
562620465,1052097,Keppel Offshore & Marine Limited,25,20180502,100311
562621366,882761,ICL Group Ltd,25,20180502,220211
562644352,880128,Bezeq The Israel Telecommunication Corporation Limited,25,20180502,222070
562800537,48852476,"TrueCar, Inc.",25,20180502,020540
562975947,4233505,PHH Corporation,25,20180502,008240
563068671,515408,"WageWorks, Inc.",25,20180508,187105
563166438,103599,Xerox Holdings Corporation,25,20180504,011636
563429403,539897555,"Funko, Inc.",25,20180508,032528
563556771,34600869,LendingClub Corporation,25,20180505,019647
563590970,10214722,Macquarie Infrastructure Corporation,25,20180509,161120
563783000,28236,"Esperion Therapeutics, Inc.",25,20180508,
563959890,26510,Flex Ltd.,25,20180508,030170
563959912,683718,BRF S.A.,25,20180508,205942
563959935,683718,BRF S.A.,25,20180507,205942
563960336,404061,"CEMEX, S.A.B. de C.V.",25,20180510,105089
564098248,6716694,"InnerWorkings, Inc.",25,20180510,174541
564108267,392371,AngloGold Ashanti Limited,25,20180508,019824
564108267,410154,Harmony Gold Mining Company Limited,25,20180508,102341
564108267,526381,Gold Fields Limited,25,20180508,017947
564108267,873721,African Rainbow Minerals Limited,25,20180508,017315
564108267,25714608,Sibanye Stillwater Limited,25,20180508,017287
564108267,44430538,Anglo American SA,25,20180508,
564189506,31249899,Shanghai San Teh Xing Real Estate Co. Ltd.,25,20180507,
564403744,8423708,"Cancer Genetics, Inc.",25,20180507,170420
564431038,314152997,"Sienna Biopharmaceuticals, Inc.",25,20180507,031559
